별점,리뷰,긍/부정
5,맛있게 잘먹었습니다,1
5,맛있어여 맛있음.,1
5,너무 맛있어요 재주문해서 먹었네요^^ 다음에 또 시켜먹을께요~~!!,1
5,Really good food! I will definitely order again!,1
5,몇번시켜먹으리마음먹다드뎌 ㅋㅋㅋ 와우 ㅋㅋㅋ올은선택이엿어여 곱창전골도 순대국도 기기막히네요 ㅋㅋ,1
5,막걸리먹고싶어서 안주찾다가 가격이저렴해서 첨주문했어요 순대가정말맛있네요 간단하게먹기에 맛도좋고 양도푸짐해요 담엔 순대국먹어볼께요,1
5,맛 가격 양 다 좋아요♡ 보쌈도 깔끔하고 국밥도 맛있어요. 양이 많아서 남긴게 아까운정도,1
5,적은 금액에도 배달해주셔서 감사해요. 맛있어요!! 근데 수육국밥 찍어먹는 소스도 같이 오지 않나요??? 저번엔 있었는데 이번에 없네요 ㅠ,1
5,??????????,1
2,국은 뚜껑 열자마자..고기 누린내가 너무 심해서 못먹겠어요.. 리뷰보고 시킨건데;; 오늘 머가 잘못된건지....첨 시키는데;; 밥이랑 반찬만 먹었네요.,-1
5,맛있어요!!!ㅎㅎㅎㅎㅎ,1
3,곰탕은 맛있음 순대국은쏘쏘..김치가너무쉬어서ㅠㅠ보쌈도시락이엇는데..뭔가부족한..,1
5,순대국밥이랑 순대 맛있어요,1
5,맛잇어요♡♡♡♡ 다 맛있어용 또 주문해먹고싶어요,1
5,맛있네요~~~!!!,1
2,당면만 많고 간이 안되있네요,-1
5,맛있었고 1인분인데도2명이 같이 먹을수있어요,1
5,굳~~~~~~~~~,1
5,배달비는 비쌋지만 맛잇엇어요,1
5,Really good set! The soup is really delicious!,1
5,잘 받았어요. 이번에도 너무 맛있어요! ^^,1
5,너무 맛있었어요~ 배달은 빨랐어요! 감사합니다.,1
5,마싯어요 다음에또주문할게요,1
5,굳~~~~~~~~~,1
5,김치에 국밥 한숟가락!,1
5,국 엄청 깔끔하게맛잇게잘해놓음 밥이 오래된거같음 너무꼬들해서안씹힘ㅜㅜ 배달 느림 총평5점드림,1
5,맛있어요^^,1
5,너무 맛있어서 먹다보니 사진을 못찍었어요. 다음에 또주문할께요.정말 맛있습니다.,1
5,맛있게 잘 먹었습니다,1
5,배달 빠르고 맛있었어요!,1
4,배달 빠르고 맛도 좋습니다 자주 애용하겠습니다^^,1
5,맛있어요. 감사합니다,1
5,시간 안에 도착했고 추운 날 여전히 뜨거웠고 양도 적당하고 맛도 괜찮았어요.,1
5,순대국밥은 고기도 많고 순대도 아주 맛있네요. 제육돌솥밥도 정말 맛있습니다.반찬도 깔끔해요. 단골 등록합니다.,1
5,깍두기 많이 달라고했더니 엄청많이주셨어요 ㅎㅎ 여기가 제일 고기도많고 요청사항도 잘들어주는듯 ! 서비스편육도맛있었어요 잘먹었습니다??,1
5,멀리계시는 할머니 할아버지께 보내드렸는데 너무 좋아하시네요,1
5,여기 괜찮아요! 맛도좋고 깔끔합니다!good~~,1
5,맛있어요......,1
5,진하고 맛은 있는데 이벤트 안하면 안사먹을듯 하네요. 12000원이면 국밥이 2개 가격인데...,1
4,잘먹었습니다. 적당히 맛있어요 반찬 많이주시고 들깨가루에 새우젓까지 감사합니다.,1
4,얼큰버섯 순대국밥 수육국밥 소내장탕 4개 시켜먹었었는디 전체적으로 양이나 맛이나 나쁘진 않습니다. 단점이라면 밥이 국밥용이라 그런가 차갑고 밥알이 푸석하네요.,1
5,여기 순대국집맞아요..?편육도 전문점 뺨칩니다 국밥에 고기도 엄청많구요 ㅎㅎ 깍두기도 맛있었는데 다만 김치가 맛이없네요 잘먹었습니다??,1
4,그냥저냥함 맛도 괜찮음,1
5,맛도 있고 양도 많고 강추드립니다 ㅎㅎ,1
5,맛있어요! 양도 많고 강추합니다 ㅎㅎ,1
5,너무너무 맛있어요오,1
5,양 많아요~~특히 국물 많이 주셨구요~ 배고파서 정신없이 먹느라 사진 못찍었네요~~반찬도 많이 주십니다~,1
5,배달도 빨리왔고 포장도 깔끔하니 맛있게 먹었습니다,1
5,모든게 만족스럽네요 리뷰잘안쓰는데 만족해서 쓰고갑니다,1
5,맛이 아주 맛있어요!!양도 푸짐하고 또 시켜먹을만 하네요!! 단...아쉬운점은...밥이 찬밥이네요???순간 제입속을 의심했네요...밥이 찬밥이라니........... 그리고 국이 너무 싱거워서 새우젓 다넣었는데도 젓 양이 부족햇는지 간이 안되더라구요ㅠ 그거 말곤 구수한 국물과 보쌈!! 보쌈 고기 정말 맛잇엇습니다!!,1
5,Best chicken!,1
5,너무맛있어요~~^^,1
5,치믈리에라 치킨 여러군대 다 시켜먹는데요 낙성대인근에선 이 지점이 최고맛있어요 일단 정말 바삭하고 맛있어요 양념류는 씨즈닝도 인색하지않게 아낌없이 뿌려줘서 단짠좋아하는 저에게 맥주안주로 최고입니다 요청사항도 잘들어주시고 낙성대 사당인근이면 이지점으로 고민없이 시키시면됩니다,1
5,맛있어요! 서비스도 맛있게 잘 먹었습니다 감사합니다 !,1
5,양도 많고 맛있게 먹었어요,1
5,#식후감 후라이드 양념 기본충실 넘 맛있어요~ 개인적으로 체다치즈볼 진짜 맛있어요 겉은 바삭 속은 짭짤하고 감자의 아삭한 식감,1
5,맛있는데 양도많넹ㅎ,1
5,양념은 역시 멕시카나!아이는 후라이이드를 잘먹었고 임산부인 저는 양념이 맛있었어요,1
5,바삭하고 맛있어요. 양념후라이드 두가지 먹을 수 있고 치즈볼도 맛있어요,1
5,양도 많고 깨끗하고 맛있습니다. 배달도 예상시간보다 일찍와서 기분좋게 먹었어요^^,1
5,정말 맛있게 잘 먹었어요~ 처음 주문했는데 앞으로도 종종 주문할게요~~,1
5,치킨중에 가장 맛있어요,1
5,맛나게 잘 먹었습니다 ㅋ 요즘 이거만 먹네요,1
5,역시 맛있네요! 서비스로 주신 치즈볼 잘 먹었습니다!,1
5,짜지 않아서 아이랑 먹기 좋아요. 양념 후라이드 모두 바삭하게 잘 먹었어요.,1
5,#식후감 요새 이런저런 특색있는 치킨들이 많아서 그런것들 찾아먹다가도 결국은 가장 기본인 후라이드로 돌아오게 되는데 그 중에서 으뜸은 멕시카나 후라이드인듯~~ 요즘 시대에 배달비도 없다는게 너무 감사하당ㅎㅎ봉천점은 기름도 깨끗하다는게 먹으면 바로 느껴짐,1
5,단짠 조화가 좋은 맛이네요. 잘 먹었습니다~,1
5,배달비가 없는 것만으로도 좋은데 믿고 먹는 멕시카나라 더 좋습니다. 치킨 맛있게 잘 먹었습니다.,1
4,배달도 빠르고 서비스 치즈볼도 잘 받았습니다. 그런데 치킨무가 쉬었고 간장 치킨 몇 조각은 잘 안 익었더라구요 ㅠㅠ,1
5,프로모션도 자주 하는 곳인데도 배달도 빠르고 맛도 항상 좋아요 ㅎㅎ,1
5,여기만큼 배달빠른곳도 드물듯 해요 정말 신속합니다!,1
5,요증 벌꿀이 좋네요 맛나요 ㅋ,1
5,여기는 치즈볼이 제일 맛있네요 그리고 바삭하게 잘 튀시네요,1
5,최근에 내가 시키려고 할때마다 닫아져 있어서 여기서 못시키고 딴데 시켰는데 ㅠㅠ 드디어 먹음 . 다른지점이랑 아예 다름 . 여기가 킹왕짱,1
5,맛있게 잘 먹었습니당,1
5,배달도 빠르고 요청사항도 빼먹지않고 잘 챙겨주셔서 감사합니당 ㅠ 너무너무맛나용,1
5,근본 후라이드ㅎㅎㅎ 맛잇었어요 배달도 빨랐어요!! 감사합니다,1
5,맛있게 잘 먹었습니다,1
5,배달도 빨리 오고 치킨도 바삭했어요,1
5,굿 따봉 스바라시,1
5,다른지점보다 봉천점이 훨씬 맛있네요! 감사합니다,1
5,맛있어요~~~%...,1
4,맛있었습니다~~~!,1
5,라떼 치킨 첨인데 괜찮았어 ㅎ 그래도 난 매콤한게 더 좋은거 같아 담엔 매콤으루 간다 쿠폰 많이주세요 ㅎ,1
5,헐 먹느라 사진을 못 찍었네요 멕시카나 봉천점 항상 청결해서 치킨하면 여기죠 !! 다른데서 시키면 배신.,1
5,오늘은 간장과 닭강정 먹었는데 둘 다 맛있어요~다양한 메뉴가 있어서 아이들과 골라먹기 좋아요~,1
5,여기 맥시카나는 진짜다,1
5,바삭하고 맛있어요 자극적이지 않아서 더 좋아요,1
5,먹어본 멕시카나 중에 제일 맛잇습니다~,1
5,맛있게 잘먹었어요!,1
5,역시 멕시카나 짱 맛있어요~~,1
5,맛있게 잘 먹었습니다,1
5,진짜맛있어요 넘좋아요,1
5,배달도 빠르고 요청사항도 잘 들어주시고 잘 먹었습니다??,1
5,잘먹었어요~ 맛있어요,1
5,맛있게 잘 먹었습니다,1
5,맛있어요. 치즈볼도 잘 먹었습니다~,1
5,맛있쪄욤쪄연 ㅠ 기름진 맛 생각날때 모두의 마요..?? 갈릭찹찹소스가 킥이에용 맛있게 먹었습니다~ 체다치즈볼은 체다치즈감자튀김이네용! 마싯서용!!!!!!!,1
5,너무 맛있게 잘먹었습니다,1
5,불닭맛 완전 제스타일.. 앞으로 이맛으로 먹겠어요,1
5,간장보다 허니가 훨씬 제취향 ㅋㅋ,1
5,맛있어요 또 주문할께요,1
5,맛잇게 잘먹었습니다,1
5,할인중에는 닭이 작은건지 양이적은건지,1
5,배달도 빠르고 넘 맛있어요,1
5,윙처음먹는데 담에는 다리로 시키려구요 배달금방왔어요 리뷰치즈볼도 맛나게먹었습니다.,1
5,역시 맛있어요 ㅎㅎㅎ,1
5,Hmmmm 베리굳입니다,1
4,너무너무 맵습니다 상추에 순살을 작게 자르고 밥이랑 먹었어요 양은 적은데 너무 속이 쓰려서 많이 먹지는 못할듯 싶구요 한번 더 먹어보려구요~,1
5,맛있었어요!!! 튀김은 적당히 바삭하고 양념도 짭짤하니 좋았어요!! 앞으로 멕시카나는 봉천점!!,1
5,맛나게 잘 먹었습니다 ㅋ 넘 뜨겁네요,1
5,굿 따봉 스바라시,1
5,치킨이 깔끔해요 치킨에 조금만 더 소금간이 되었으면 좋겠어요,1
5,맛있게 잘먹었습니다,1
5,맛있게 잘 먹었습니다^^,1
5,언제나 맛있습니다~!,1
5,굳굳너무맛있었습니다!,1
5,잘먹었습니다 양 많네요,1
5,맛있게 먹었습니다.,1
5,님두라 왜 치킨만 시켜 드세여? 모래집튀김 진짜 신세계인데 왜 안드세여? 튀김옷이 후라이드 튀김옷이라서 겁나 바삭하고 맛있는데 왜 치킨만 드세여? 치즈돈까스도 존맛인데 왜 안드세여? 왜여? 왜 안드세여?,1
5,양념 후라이드 다 맛있고 행사도 해서 저렴하게 주문했어요~ 근데 비가 와서 치킨박스 다 젖고 음식은 식고ㅠ 배달이 마음에 안들었지만 내용물은 괜찮은것 같아서 잘 먹었습니다!,1
5,딱 옛날먹던 멕시카나 맛 그대로네용 추억돋았어요 양도 많고 !! 넘 맛있게 잘먹었습니드><,1
5,맛있어요!!!!!!!!,1
5,바삭하고 짜지도 않고 맛있게 잘 먹었습니다. 프로모션기간인데 배달도 빠르고 기대보다 훌륭했어요. 멕시카나는 처음 먹어보는데 다음번에는 다른종류도 시켜보려구요.,1
5,할인이벤트기간이라 엄청 저렴하게 먹었어요 잘 먹었습니다,1
5,다른 지점에 비해 기름맛이 깔끔합니다,1
5,맛있게 잘먹었습니다.,1
5,믿고먹는곳잉에요 맛나요,1
5,투마리 다른 매장보다 양이 더 많아요~ 역시 멕시카나 봉천점이네요^^,1
5,엳시언제나 맛잇슴니당,1
5,멕시카나 매운 치킨은 땡초가 가장 나은 듯여. 그래도 맛있어요~,1
5,역시 다리는 맛있네요,1
5,맛도 양도 만족합니다 배달도 완전 대만족! 맛있게 너무너무 잘 먹었어요 기본 세트도 보장하는 맛!,1
5,맛있게 잘 먹었습니다~,1
5,맛있어요 .. 양념이 최고에요,1
5,잘먹었습니다 반창하세요 사장님 ㅎㅎ,1
5,치킨이 자극적이지 않고 질리지 않고 편안하게 맛나요,1
4,맛있어요 자주시켜먹어요,1
5,후라이드 바삭바삭 맛있네요,1
5,짱 맛좋아용 ㅎㅎㅎㅎㅎ,1
5,넘 맛있어요~~!배달도 빨리왔어용,1
5,맛있게 잘 먹었습니다 :),1
5,바삭하고 정성가득한 치킨 맛있게 먹었습니다~ 계속 먹고 싶어지는 치킨입니다,1
5,따뜻하고 맛있는 치킨먹었어요. 양념도 자극적이지 않아서 더욱 좋아요~^^ 서비스로 온 감자튀김 바삭바삭 넘 맛있어요,1
5,맛있게 잘 먹었습니다.^^,1
5,집 앞이라 찾으러 갔는데 따뜻하고 맛있어요~ 아이들이 좋아하는 치즈볼까지 최고예요~!♡,1
5,아주그냥 죽여줘요 ㅋㅋ,1
5,치킨 잘 먹었어요 ㅎㅎ 소스도 잘 받았어요 :),1
5,처음 먹어봤는데 소스가 괜찮네요~,1
5,확인할때 맛있게 먹었어요!,1
5,마요소스도 좋고 뿌려먹는 소스도 맜있어요~,1
5,ㅋㅋ 맛있네요 ㅋ 기본매뉴랑 색다름,1
5,빠른 배달에 최고의 맛이에요 ㅎㅎ,1
5,항상 맛있어요 배달도 빠릅니다~,1
4,행사때 주문한것 치고 늦지않게 와주셔서 감사합니다.,1
5,배달도 빠르고 맛있습니다 맛있게 잘먹었습니다,1
5,양두 많고 예상 시간 보다 빠르게 왔어요,1
5,행사로 엄청 바빠보이셨는데 빠르게 준비해주셔서 감사합니다 번창하세요ㅎㅎ,1
5,배달도 빠르고 가격도 괜찮은 것 같습니다. 잘 받았습니다. 감사합니다.,1
5,맛있게 잘먹었습니다. 이름이 바뀌었지만 오랜만에 주문한 메뉴인데 맛있네요.,1
5,빠르게 잘받앗어요 콜라두 업그레이드 시켜서 줘서 리뷰를 안쓸래야 안쓸수가 없어요ㅎㅎ 맛잇게 먹엇어요,1
5,후라이드랑 뿌링 오리지널 반반시켰어요 맛있는데 뿌링은 좀 짜고 자극적인 맛이예요. 자극적인거 못먹는 분들은 참고하세요.,1
5,매일 시즈닝이라 양념류 시키다 간만에 후라이드 어쩜 이렇게 바삭하면서 좋은기름에 튀겼는지 맛날까요? 낙성대나 사당쪽 치킨집은 여기가 제일 맛있어요,1
5,양념이 넘 맛있어요! 맛있게 잘 먹었습니다.,1
5,이벤트해서 잘먹었습니다,1
5,맛있게 먹었습니다.,1
5,맛있게 먹었습니다.,1
5,저렴하게 잘 샀습니다.,1
5,양도 많고 맛있습니다!!,1
5,배달은 아주 빠르지 않았어요. 맛있어요. 요구사항 신경써서 해주시넹?ㄷ,1
5,맛있습니다~~~~~~,1
5,멕시까낱ㅌㅌ~~~~,1
5,1시간은 걸릴거라 생각했는데 30분만에 왔어요! 이벤트 기간에 이런 스피드는 처음이에요 치킨도 맛있었어요????????,1
5,리뷰이벤트신청안했는데 넘 맛있게 잘먹어서 남기고 가요~!,1
5,배터질 정도로 다 먹었네요 잘 먹었습니다 치킨마요 맛있어요,1
5,맛있게 잘먹었습니다 ^_^,1
5,이거 맛있습니다!! 양도 많고 뿌려진 가루도 진짜 맛있어요! 튀김옷이 바삭해서 좋았습니다!,1
5,맛있게 잘 먹었습니다!,1
5,다른곳에서 주문하는것과 다르게 아무리 바쁜날에도 육질이 뽀송뽀송하네요. 요청사항이 있는데요. 부위별 메뉴에 강정도 넣어주세요~~,1
5,맛나게 잘 먹었습니다 간장도 맛나요ㅋ,1
5,할인 받아서 맛있게 먹엇어요!,1
5,치킨은 멕시카나,1
5,맛있어욤 퍽퍽살안좋아해서 다리만 주문하니 좋아요~~,1
5,행사덕에 저렴하게 시켰네요.,1
5,맛있게 먹었습니다! 배달도 빨라요,1
5,배달 빠르고 잘 먹었네요,1
5,맛집! 인저엉! 맛있었습니다!,1
5,잘 먹었습니다.@@@@@,1
4,배달 예정시간보다 빨랐어요 맛있게 잘 먹었어요,1
5,맛있게 잘 먹었습니다,1
5,아주 잘 먹었습니다. 멕시카나 오랜만인데 맛있네요,1
5,너무 맛있어요%!!,1
5,맛있게 잘먹었습니다!,1
5,궁금해서 시켰는데 맛있어요~^^ 성공,1
5,이벤트 굳 맛나게 잘 먹었습니다ㅋ 한방 클리어 ㅋ,1
5,싸고 맛있게 잘먹었습니다,1
5,Top top top ????,1
5,굿굿굿~멕시카나 최고!,1
5,거리가 상당함에도 두번이나 방문해주신 기사님 정말 감동입니다~^^치킨.핫도그도 정말 맛있네요♥♥,1
5,맛잇네요 또먹을게용,1
5,간장치킨 첨인데 너무 맛있네요. 자주 이용 할께요 잘 먹었습니다.,1
5,오늘도 잘먹었습니다 배달빠르고 가루도많고 완전 맛있어요,1
5,여기서 자주 시켜먹는데 평소보다도 양이 더 많네요 ㄷㄷ,1
5,배달도 빠르고 맛 자체가 훌륭하네요 맥주가 땡기는 맛!!,1
5,맛나게 잘 먹었습니닼 리뷰 콜라 굳 ㅋ,1
4,10분만에 클링니한 마요치킨 맛있어요,1
5,치킨 맛있습니다!!,1
5,맛있게 잘 먹었어요.ㅎㅎㅎ,1
5,항상 잘 먹고있어요 배달도 빠르고 너무 바삭해요,1
5,맛있게 잘먹었습니다. 또 시킬께요~~^,1
5,맛있어요 잘먹었습니다,1
2,서비스는 감사한데 2000원 더 내고 허니벌꿀 시켰는데 엉뚱한 1000원 추가 간장이 왔네요... 짠 음식 못 먹는데 아쉽네요. 신경 더 써주시기 바랍니다.,-1
